metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-R15-SCR01105-008,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,frequency_span,LFM frequency span,waveform_generator,laboratory_experiment,scalar,eq,1,,,,,GHz,reported,reported,not_normalized,,,,,RE-LFM common drive/probe,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-009,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,starting_frequency,LFM starting frequency,waveform_generator,laboratory_experiment,scalar,eq,9,,,,,GHz,reported,reported,not_normalized,,,,,RE-LFM common drive/probe,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-010,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,optical_carrier_wavelength,RE-LFM carrier wavelength,transmitter,laboratory_experiment,scalar,eq,1549.32,,,,,nm,reported,reported,not_normalized,,,,,CW1 carrier for RE-LFM optical signal,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-011,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INSTRUMENT,,joint,AWG_bandwidth,Keysight M8195A bandwidth,waveform_generator,laboratory_experiment,scalar,eq,25,,,,,GHz,reported,reported,not_normalized,,,,,RE-PAM4 generation,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-012,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INSTRUMENT,,joint,AWG_maximum_sampling_rate,Keysight M8195A maximum sampling rate,waveform_generator,laboratory_experiment,scalar,eq,65,,,,,Gb/s,reported,reported,not_normalized,,,,,Unit retained exactly as printed in the paper,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-013,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INSTRUMENT,,communication,photodetector_bandwidth,PD1 bandwidth,chaotic_key_generation,laboratory_experiment,scalar,eq,10,,,,,GHz,reported,reported,not_normalized,,,,,Chaotic optical-to-electrical conversion driving PM1,,,descriptive_only,insufficient_information,4,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-014,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-SENSING-SETUP,,sensing,SSMF_length,sensing SSMF length,fiber_link,laboratory_experiment,scalar,approx,20,,,,,km,reported,reported,not_normalized,,,,,Sensing section before 2-km DCF,,,descriptive_only,insufficient_information,5,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-015,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-SENSING-SETUP,,sensing,DCF_length,dispersion-compensating fiber length,fiber_link,laboratory_experiment,scalar,eq,2,,,,,km,reported,reported,not_normalized,,,,,Sensing section,,,descriptive_only,insufficient_information,5,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-016,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-SENSING-SETUP,,sensing,vibration_position,applied vibration location,fiber_link,laboratory_experiment,scalar,eq,18,,,,,km,reported,reported,not_normalized,,,,,Sinusoidal dynamic strain,,,descriptive_only,insufficient_information,5,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-017,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-SENSING-SETUP,,sensing,vibration_spatial_extent,dynamic strain spatial range,fiber_link,laboratory_experiment,scalar,eq,5,,,,,m,reported,reported,not_normalized,,,,,Sinusoidal vibration applied near 18 km,,,descriptive_only,insufficient_information,5,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-018,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-SENSING-SETUP,,sensing,vibration_frequency,applied vibration frequency,fiber_link,laboratory_experiment,scalar,eq,1,,,,,kHz,reported,reported,not_normalized,,,,,Sinusoidal dynamic strain at 18 km,,,descriptive_only,insufficient_information,5,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-019,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-FORMAT,,security,drive_chaos_correlation,CCAB before intensity scrambling,chaos_generator,laboratory_experiment,scalar,approx,0.6,,,,,dimensionless,reported,reported,not_normalized,,,,,28-Gbps NRZ and PAM4 random drive formats,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-020,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-FORMAT,,security,drive_chaos_correlation_after_scrambling,CCAC after CFBG intensity scrambling,chaos_generator,laboratory_experiment,scalar,approx,0.1,,,,,dimensionless,reported,reported,not_normalized,,,,,Both 28-Gbps NRZ and PAM4 random drives,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-021,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-NRZ,,security,largest_Lyapunov_exponent,NRZ-driven chaotic-signal LLE,chaos_generator,laboratory_experiment,direct_figure_label,eq,0.1005,,,,,dimensionless,reported,reported,not_normalized,,,,,28-Gbps NRZ random drive after intensity scrambling,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 5(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-022,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-PAM4,,security,largest_Lyapunov_exponent,PAM4-driven chaotic-signal LLE,chaos_generator,laboratory_experiment,direct_figure_label,eq,0.1595,,,,,dimensionless,reported,reported,not_normalized,,,,,28-Gbps PAM4 random drive after intensity scrambling,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 5(c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-023,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-NRZ,,security,permutation_entropy,NRZ-driven chaotic-signal PE,chaos_generator,laboratory_experiment,scalar,eq,0.8023,,,,,dimensionless,reported,reported,not_normalized,,,,,28-Gbps NRZ random drive,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-024,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-PAM4,,security,permutation_entropy,PAM4-driven chaotic-signal PE,chaos_generator,laboratory_experiment,scalar,eq,0.9437,,,,,dimensionless,reported,reported,not_normalized,,,,,28-Gbps PAM4 random drive,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-025,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RANDOM-COMPARE,,security,permutation_entropy_relative_improvement,PAM4 PE increase over NRZ,chaos_generator,laboratory_experiment,scalar,approx,17.6,,,,,percent,reported,reported,not_normalized,,,,,Author-reported PAM4 versus NRZ comparison,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(b-c),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-026,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RATE-SATURATION,,security,random_signal_rate_saturation_threshold,rate above which CCAC tends to saturate,chaos_generator,laboratory_experiment,threshold,gt,28,,,,,Gbps,reported,reported,not_normalized,,,,,PAM4 drive-rate study,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(d),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-027,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RATE-SATURATION,,security,saturated_correlation_coefficient,CCAC saturation level,chaos_generator,laboratory_experiment,scalar,approx,0.08,,,,,dimensionless,reported,reported,not_normalized,,,,,PAM4 random signal rates above 28 Gbps,,,descriptive_only,insufficient_information,5,3. Results and Discussion,,Figure 5(d),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-028,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-POWER-RATIO-SELECTED,,joint,LFM_power_share,selected LFM share in LFM:PAM4 ratio,waveform_generator,laboratory_experiment,scalar,eq,70,,,,,percent,reported,reported,not_normalized,,,,,Selected security-sensing balance,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 5(e),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-029,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-POWER-RATIO-SELECTED,,joint,PAM4_power_share,selected PAM4 share in LFM:PAM4 ratio,waveform_generator,laboratory_experiment,scalar,eq,30,,,,,percent,reported,reported,not_normalized,,,,,Selected security-sensing balance,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 5(e),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-030,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-SWEEP,,security,frequency_detuning,fixed detuning for injection-power sweep,DFB_laser,laboratory_experiment,scalar,eq,1.25,,,,,GHz,reported,reported,not_normalized,,,,,Injection-power synchronization study,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-031,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-WEAK,,security,injection_power_no_synchronization,weak-injection no-synchronization region,DFB_laser,laboratory_experiment,threshold,lt,-14,,,,,dBm,reported,reported,not_normalized,,,,,Detuning fixed at 1.25 GHz,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-032,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-WEAK,,security,drive_response_correlation,CCAB under weak injection,DFB_laser,laboratory_experiment,bound,lt,0.1,,,,,dimensionless,reported,reported,not_normalized,,,,,Pinj below -14 dBm; no synchronization,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-033,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-WEAK,,security,chaos_synchronization_coefficient,CCCE under weak injection,DFB_laser,laboratory_experiment,bound,lt,0.1,,,,,dimensionless,reported,reported,not_normalized,,,,,Pinj below -14 dBm; no synchronization,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-034,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-TRANSITION,,security,injection_power_lower_bound,transition-region injection power lower bound,DFB_laser,laboratory_experiment,range_bound,eq,-12,,,,,dBm,reported,reported,not_normalized,,,,,Frequency locking without full synchronization,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-035,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-TRANSITION,,security,injection_power_upper_bound,transition-region injection power upper bound,DFB_laser,laboratory_experiment,range_bound,eq,-10,,,,,dBm,reported,reported,not_normalized,,,,,Frequency locking without full synchronization,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-036,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-TRANSITION,,security,drive_response_correlation,CCAB in transition region,DFB_laser,laboratory_experiment,scalar,approx,0.3,,,,,dimensionless,reported,reported,not_normalized,,,,,Pinj from -12 to -10 dBm,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-037,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-INJECTION-TRANSITION,,security,chaos_synchronization_coefficient,CCCE in transition region,DFB_laser,laboratory_experiment,scalar,approx,0.8,,,,,dimensionless,reported,reported,not_normalized,,,,,Pinj from -12 to -10 dBm,,,descriptive_only,insufficient_information,6,3. Results and Discussion,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
